arxiv_id,title,year,primary_category,label,evidence,checked
2507.11739v1,Sparse Identification of Nonlinear Dynamics with Conformal Prediction,2025,cs.LG,,,
2507.10425v2,Non-exchangeable Conformal Prediction with Optimal Transport: Tackling Distribution Shifts with Unlabeled Data,2025,cs.LG,,,
2507.09678v1,Conformal Prediction for Privacy-Preserving Machine Learning,2025,cs.LG,,,
2507.08085v3,Conformal prediction for uncertainties in nucleon-nucleon scattering,2025,nucl-th,,,
2507.06867v3,Conformal Prediction for Long-Tailed Classification,2025,stat.ML,,,
2507.08858v1,Foundation models for time series forecasting: Application in conformal prediction,2025,cs.LG,,,
2507.07150v2,Class conditional conformal prediction for multiple inputs by p-value aggregation,2025,stat.ML,,,
2507.05470v6,Temporal Conformal Prediction (TCP): A Distribution-Free Statistical and Machine Learning Framework for Adaptive Risk Forecasting,2025,stat.ML,,,
2507.04441v4,A Category-Theoretic Analysis of Conformal Prediction,2025,stat.ML,,,
2507.02496v2,Online Conformal Prediction with Efficiency Guarantees,2025,cs.LG,,,
2507.02151v1,Non-exchangeable Conformal Prediction for Temporal Graph Neural Networks,2025,cs.LG,,,
2507.00353v1,Augmented Physics-Based Li-ion Battery Model via Adaptive Ensemble Sparse Learning and Conformal Prediction,2025,eess.SY,,,
2506.21802v1,Classification with Reject Option: Distribution-free Error Guarantees via Conformal Prediction,2025,stat.ML,,,
2506.20898v2,Multi-model Online Conformal Prediction with Graph-Structured Feedback,2025,cs.LG,,,
2506.19689v1,When Can We Reuse a Calibration Set for Multiple Conformal Predictions?,2025,cs.LG,,,
2506.18162v1,Pitfalls of Conformal Predictions for Medical Image Classification,2025,cs.LG,,,
2506.17503v1,Trustworthy Few-Shot Transfer of Medical VLMs through Split Conformal Prediction,2025,cs.CV,,,
2506.16553v2,One Sample is Enough to Make Conformal Prediction Robust,2025,cs.LG,,,
2506.16189v1,CP$^2$: Leveraging Geometry for Conformal Prediction via Canonicalization,2025,stat.ML,,,
2506.13755v1,MARCO: Hardware-Aware Neural Architecture Search for Edge Devices with Multi-Agent Reinforcement Learning and Conformal Prediction Filtering,2025,cs.LG,,,
2506.13160v1,CertDW: Towards Certified Dataset Ownership Verification via Conformal Prediction,2025,cs.LG,,,
2506.07854v1,Residual Reweighted Conformal Prediction for Graph Neural Networks,2025,cs.LG,,,
2506.07804v1,Enhancing Adversarial Robustness with Conformal Prediction: A Framework for Guaranteed Model Reliability,2025,cs.LG,,,
2506.06638v1,Meteorologically-Informed Adaptive Conformal Prediction for Tropical Cyclone Intensity Forecasting,2025,physics.ao-ph,,,
2506.05583v2,Conformal Prediction Adaptive to Unknown Subpopulation Shifts,2025,cs.LG,,,
2506.05497v1,Conformal Prediction Beyond the Seen: A Missing Mass Perspective for Uncertainty Quantification in Generative Models,2025,cs.LG,,,
2506.05434v2,Efficient Robust Conformal Prediction via Lipschitz-Bounded Networks,2025,cs.LG,,,
2506.02349v1,Forecasting Extreme High Summer Temperatures in Paris and Cairo Using Gradient Boosting and Conformal Prediction Regions,2025,stat.AP,,,
2505.24693v1,Conformal Prediction for Zero-Shot Models,2025,cs.CV,,,
2505.22764v1,Test-time augmentation improves efficiency in conformal prediction,2025,cs.LG,,,
2505.22496v1,Risk-Sensitive Conformal Prediction for Catheter Placement Detection in Chest X-rays,2025,eess.IV,,,
2505.22326v1,Individualised Counterfactual Examples Using Conformal Prediction Intervals,2025,stat.ML,,,
2505.21147v2,Semi-Supervised Conformal Prediction With Unlabeled Nonconformity Score,2025,cs.LG,,,
2505.19587v1,WQLCP: Weighted Adaptive Conformal Prediction for Robust Uncertainty Quantification Under Distribution Shifts,2025,cs.LG,,,
2505.21553v1,MetaSTNet: Multimodal Meta-learning for Cellular Traffic Conformal Prediction,2025,cs.NI,,,
2505.19033v2,Optimal Conformal Prediction under Epistemic Uncertainty,2025,stat.ML,,,
2505.18890v1,Conformal Prediction for Uncertainty Estimation in Drug-Target Interaction Prediction,2025,cs.LG,,,
2505.17340v2,Conformal Predictive Distributions for Order Fulfillment Time Forecasting,2025,cs.LG,,,
2505.16740v1,Robust Vision-Based Runway Detection through Conformal Prediction and Conformal mAP,2025,cs.CV,,,
2505.15721v2,Privacy-Preserving Conformal Prediction Under Local Differential Privacy,2025,cs.LG,,,
2505.15437v4,Adaptive Cumulative Mass Calibration with Conformal Prediction,2025,stat.ML,,,
2505.13732v5,Backward Conformal Prediction,2025,stat.ML,,,
2505.13118v1,Unveil Sources of Uncertainty: Feature Contribution to Conformal Prediction Intervals,2025,cs.AI,,,
2505.12578v3,Stacked conformal prediction,2025,stat.ML,,,
2505.10677v1,A Conformal Predictive Measure for Assessing Catastrophic Forgetting,2025,cs.LG,,,
2505.09427v2,SafePath: Conformal Prediction for Safe LLM-Based Autonomous Navigation,2025,cs.LG,,,
2505.08845v1,Validation of Conformal Prediction in Cervical Atypia Classification,2025,eess.IV,,,
2505.08578v3,Extreme Conformal Prediction: Reliable Intervals for High-Impact Events,2025,stat.ME,,,
2505.08158v1,Feature Fitted Online Conformal Prediction for Deep Time Series Forecasting Model,2025,cs.LG,,,
2505.05084v2,Reliably Bounding False Positives: A Zero-Shot Machine-Generated Text Detection Framework via Multiscaled Conformal Prediction,2025,cs.CL,,,
2505.04986v1,Conformal Prediction with Cellwise Outliers: A Detect-then-Impute Approach,2025,stat.ML,,,
2505.04733v3,Conformal Prediction with Corrupted Labels: Uncertain Imputation and Robust Re-weighting,2025,cs.LG,,,
2505.02284v1,Conformal Prediction for Verifiable Learned Query Optimization,2025,cs.DB,,,
2505.01810v1,Conformal Prediction for Indoor Positioning with Correctness Coverage Guarantees,2025,cs.LG,,,
2504.17671v3,Data-Driven Calibration of Prediction Sets in Large Vision-Language Models Based on Inductive Conformal Prediction,2025,cs.CL,,,
2504.17655v1,Aerial Image Classification in Scarce and Unconstrained Environments via Conformal Prediction,2025,cs.LG,,,
2504.15722v1,From predictions to confidence intervals: an empirical study of conformal prediction methods for in-context learning,2025,stat.ML,,,
2504.12582v2,Fair Conformal Prediction for Incomplete Covariate Data,2025,stat.ME,,,
2504.12189v1,Leave-One-Out Stable Conformal Prediction,2025,stat.ML,,,
2504.02292v2,Unifying Different Theories of Conformal Prediction,2025,math.ST,,,
2504.00685v2,Stochastic Model Predictive Control of Charging Energy Hubs with Conformal Prediction,2025,eess.SY,,,
2504.00447v1,Egocentric Conformal Prediction for Safe and Efficient Navigation in Dynamic Cluttered Environments,2025,cs.RO,,,
2504.00352v2,Safe Navigation in Dynamic Environments Using Data-Driven Koopman Operators and Conformal Prediction,2025,cs.RO,,,
2503.23561v2,Bridging conformal prediction and scenario optimization,2025,cs.LG,,,
2503.21251v1,Dual-Splitting Conformal Prediction for Multi-Step Time Series Forecasting,2025,cs.LG,,,
2503.17678v1,Computationally and Sample Efficient Safe Reinforcement Learning Using Adaptive Conformal Prediction,2025,cs.RO,,,
2503.16809v1,Online Selective Conformal Prediction: Errors and Solutions,2025,stat.ML,,,
2503.16118v1,Forecasting Extreme Temperatures in Siberia Using Supervised Learning and Conformal Prediction Regions,2025,stat.AP,,,
2503.14663v1,Sepsyn-OLCP: An Online Learning-based Framework for Early Sepsis Prediction with Uncertainty Quantification using Conformal Prediction,2025,cs.LG,,,
2503.14106v1,Reliable uncertainty quantification for 2D/3D anatomical landmark localization using multi-output conformal prediction,2025,cs.CV,,,
2503.17395v2,CP-NCBF: A Conformal Prediction-based Approach to Synthesize Verified Neural Control Barrier Functions,2025,eess.SY,,,
2503.13947v2,Conformal Prediction and MLLM aided Uncertainty Quantification in Scene Graph Generation,2025,cs.CV,,,
2503.13050v3,E-Values Expand the Scope of Conformal Prediction,2025,stat.ML,,,
2503.10512v2,Conformal Prediction Sets for Deep Generative Models via Reduction to Conformal Regression,2025,cs.LG,,,
2503.10345v5,Mirror Online Conformal Prediction with Intermittent Feedback,2025,cs.LG,,,
2503.11709v2,Conformal Prediction and Human Decision Making,2025,cs.LG,,,
2503.05618v1,Conformal Prediction for Image Segmentation Using Morphological Prediction Sets,2025,cs.CV,,,
2503.05505v2,Correctness Coverage Evaluation for Medical Multiple-Choice Question Answering Based on the Enhanced Conformal Prediction Framework,2025,cs.CL,,,
2503.05439v2,An Empirical Study of Conformal Prediction in LLM with ASP Scaffolds for Robust Reasoning,2025,cs.CL,,,
2503.05239v1,Robust Conformal Prediction with a Single Binary Certificate,2025,cs.LG,,,
2503.04981v2,Topology-Aware Conformal Prediction for Stream Networks,2025,stat.ML,,,
2503.04071v5,Tightening optimality gap with confidence through conformal prediction,2025,stat.ML,,,
2503.03659v3,Conformal prediction of future insurance claims in the regression problem,2025,stat.ML,,,
2503.02205v1,Volume-Sorted Prediction Set: Efficient Conformal Prediction for Multi-Target Regression,2025,cs.LG,,,
2503.01495v2,Improving the statistical efficiency of cross-conformal prediction,2025,stat.ML,,,
2503.00220v1,A Few Observations on Sample-Conditional Coverage in Conformal Prediction,2025,math.ST,,,
2502.19254v2,Universality of conformal prediction under the assumption of randomness,2025,cs.LG,,,
2502.19194v1,Self-supervised conformal prediction for uncertainty quantification in Poisson imaging problems,2025,cs.CV,,,
2502.17744v1,Conformal Prediction Under Generalized Covariate Shift with Posterior Drift,2025,stat.ML,,,
2502.17264v2,Kandinsky Conformal Prediction: Beyond Class- and Covariate-Conditional Coverage,2025,cs.LG,,,
2502.16658v1,Volume Optimality in Conformal Prediction with Structured Prediction Sets,2025,cs.LG,,,
2502.15000v2,Joint Registration and Conformal Prediction for Partially Observed Functional Data,2025,stat.ME,,,
2502.14105v2,Conformal Prediction under Levy-Prokhorov Distribution Shifts: Robustness to Local and Global Perturbations,2025,stat.ML,,,
2502.13228v2,Conformal Prediction as Bayesian Quadrature,2025,cs.LG,,,
2502.12601v3,COPU: Conformal Prediction for Uncertainty Quantification in Natural Language Generation,2025,cs.CL,,,
2502.10947v1,The Relationship between No-Regret Learning and Online Conformal Prediction,2025,cs.LG,,,
2502.09443v2,Relational Conformal Prediction for Correlated Time Series,2025,cs.LG,,,
2502.07497v1,On Training-Conditional Conformal Prediction and Binomial Proportion Confidence Intervals,2025,cs.LG,,,
2502.07255v2,Beyond Confidence: Adaptive Abstention in Dual-Threshold Conformal Prediction for Autonomous System Perception,2025,cs.RO,,,
2502.06631v2,Conformal Predictions for Human Action Recognition with Vision-Language Models,2025,cs.CV,,,
2502.06331v2,Conformal Prediction Regions are Imprecise Highest Density Regions,2025,stat.ML,,,
2502.06221v1,Interaction-aware Conformal Prediction for Crowd Navigation,2025,cs.RO,,,
2502.05709v3,Flow-based Conformal Prediction for Multi-dimensional Time Series,2025,cs.LG,,,
2502.05676v3,Generalized Venn and Venn-Abers Calibration with Applications in Conformal Prediction,2025,stat.ML,,,
2502.05565v1,Multi-Scale Conformal Prediction: A Theoretical Framework with Coverage Guarantees,2025,math.ST,,,
2502.05127v1,Self-supervised Conformal Prediction for Uncertainty Quantification in Imaging Problems,2025,cs.CV,,,
2502.04935v1,Conformal Prediction for Electricity Price Forecasting in the Day-Ahead and Real-Time Balancing Market,2025,cs.LG,,,
2502.03609v1,Multivariate Conformal Prediction using Optimal Transport,2025,stat.ML,,,
2502.03023v2,Parametric Scaling Law of Tuning Bias in Conformal Prediction,2025,cs.LG,,,
2502.02561v1,Decision Theoretic Foundations for Conformal Prediction: Optimal Uncertainty Quantification for Risk-Averse Agents,2025,cs.LG,,,
2501.19038v3,Conformal Prediction in Hierarchical Classification with Constrained Representation Complexity,2025,stat.ML,,,
2501.18991v2,Optimal Transport-based Conformal Prediction,2025,stat.ML,,,
2501.18363v3,Exploring the Noise Robustness of Online Conformal Prediction,2025,cs.LG,,,
2501.14570v3,coverforest: Conformal Predictions with Random Forest in Python,2025,stat.ML,,,
2501.14566v3,Calibrating Wireless AI via Meta-Learned Context-Dependent Conformal Prediction,2025,eess.SP,,,
2501.14544v2,Distributed Conformal Prediction via Message Passing,2025,cs.LG,,,
2501.13430v2,Wasserstein-regularized Conformal Prediction under General Distribution Shift,2025,cs.LG,,,
2501.12749v2,Conformal Prediction of Classifiers with Many Classes based on Noisy Labels,2025,cs.LG,,,
2501.11689v3,"Randomness, exchangeability, and conformal prediction",2025,cs.LG,,,
2501.10139v2,Conformal Prediction Sets with Improved Conditional Coverage using Trust Scores,2025,cs.LG,,,
2501.08963v1,Training-Aware Risk Control for Intensity Modulated Radiation Therapies Quality Assurance with Conformal Prediction,2025,cs.LG,,,
2501.07185v1,Uncertainty Guarantees on Automated Precision Weeding using Conformal Prediction,2025,cs.CV,,,
2501.06878v1,Uncertainty-Aware Online Extrinsic Calibration: A Conformal Prediction Approach,2025,cs.CV,,,
2501.04947v1,Seeing with Partial Certainty: Conformal Prediction for Robotic Scene Recognition in Built Environments,2025,cs.CV,,,
2501.04823v2,Learning Robot Safety from Sparse Human Feedback using Conformal Prediction,2025,cs.RO,,,
2501.00555v2,Prune 'n Predict: Optimizing LLM Decision-making with Conformal Prediction,2024,cs.LG,,,
2412.11801v2,Classification uncertainty for transient gravitational-wave noise artefacts with optimised conformal prediction,2024,gr-qc,,,
2412.11082v1,EquiFlow: Equivariant Conditional Flow Matching with Optimal Transport for 3D Molecular Conformation Prediction,2024,cs.LG,,,
2412.10544v1,Conformal Prediction for Astronomy Data with Measurement Error,2024,astro-ph.IM,,,
2412.10459v2,Conformal Prediction on Quantifying Uncertainty of Dynamic Systems,2024,cs.LG,,,
2412.00653v1,Predictive Inference With Fast Feature Conformal Prediction,2024,cs.LG,,,
2412.12110v1,Enhancing the conformal predictability of context-aware recommendation systems by using Deep Autoencoders,2024,cs.IR,,,
2411.19132v2,Conformal Prediction for Distribution-free Optimal Control of Linear Stochastic Systems,2024,eess.SY,,,
2411.17387v2,Robust Bayesian Optimization via Localized Online Conformal Prediction,2024,cs.LG,,,
2411.17099v1,Spatio-Temporal Conformal Prediction for Power Outage Data,2024,stat.ML,,,
2411.13479v4,Conformal Prediction for Hierarchical Data,2024,stat.ML,,,
2411.12193v4,Hierarchical Probabilistic Conformal Prediction for Distributed Energy Resources Adoption,2024,stat.AP,,,
2411.11824v5,Theoretical Foundations of Conformal Prediction,2024,math.ST,,,
2411.10513v2,Any2Any: Incomplete Multimodal Retrieval with Conformal Prediction,2024,cs.CV,,,
2411.04376v2,Game-Theoretic Defenses for Robust Conformal Prediction Against Adversarial Attacks in Medical Imaging,2024,cs.LG,,,
2411.03678v1,Multi-model Ensemble Conformal Prediction in Dynamic Environments,2024,cs.LG,,,
2411.02239v2,Powerful batch conformal prediction for classification,2024,stat.ME,,,
2411.02114v2,Semiparametric conformal prediction,2024,cs.LG,,,
2411.01596v1,Strategic Conformal Prediction,2024,stat.ML,,,
2410.24162v1,Conformalized Prediction of Post-Fault Voltage Trajectories Using Pre-trained and Finetuned Attention-Driven Neural Operators,2024,cs.LG,,,
2410.24145v3,Projected random forests and conformal prediction of circular data,2024,stat.ML,,,
2410.21618v1,Graph Sparsification for Enhanced Conformal Prediction in Graph Neural Networks,2024,cs.LG,,,
2410.19653v3,Conformal Prediction for Multimodal Regression,2024,cs.LG,,,
2410.19077v1,Target Strangeness: A Novel Conformal Prediction Difficulty Estimator,2024,cs.LG,,,
2410.16493v1,Building Conformal Prediction Intervals with Approximate Message Passing,2024,stat.ML,,,
2410.15660v3,SPARC: Prediction-Based Safe Control for Coupled Controllable and Uncontrollable Agents with Conformal Predictions,2024,eess.SY,,,
2410.16333v2,Conformal Predictive Portfolio Selection,2024,q-fin.PM,,,
2410.14507v2,Bin-Conditional Conformal Prediction of Fatalities from Armed Conflict,2024,stat.ME,,,
2410.14010v1,Conformal Prediction for Federated Graph Neural Networks with Missing Neighbor Information,2024,cs.LG,,,
2410.13735v2,Generative Conformal Prediction with Vectorized Non-Conformity Scores,2024,cs.LG,,,
2410.09894v1,Inductive Conformal Prediction under Data Scarcity: Exploring the Impacts of Nonconformity Measures,2024,cs.LG,,,
2410.09878v4,Provably Reliable Conformal Prediction Sets in the Presence of Data Poisoning,2024,cs.LG,,,
2410.09795v5,WGFormer: An SE(3)-Transformer Driven by Wasserstein Gradient Flows for Molecular Ground-State Conformation Prediction,2024,q-bio.BM,,,
2410.09408v3,C-Adapter: Adapting Deep Classifiers for Efficient Conformal Prediction Sets,2024,cs.LG,,,
2410.06494v3,Conformal Prediction: A Data Perspective,2024,cs.LG,,,
2410.05444v1,Online scalable Gaussian processes with conformal prediction for guaranteed coverage,2024,cs.LG,,,
2410.05263v2,Bias-Aware Conformal Prediction for Metric-Based Imaging Pipelines,2024,stat.ML,,,
2410.02561v2,The Benefit of Being Bayesian in Online Conformal Prediction,2024,stat.ML,,,
2410.01888v2,Conformal Prediction Sets Can Cause Disparate Impact,2024,cs.LG,,,
2410.01767v2,Utility-Directed Conformal Prediction: A Decision-Aware Framework for Actionable Uncertainty Quantification,2024,cs.LG,,,
2409.20412v2,Conformal Prediction for Dose-Response Models with Continuous Treatments,2024,cs.LG,,,
2409.20084v1,Conformal prediction for functional Ordinary kriging,2024,stat.ME,,,
2409.19712v2,Posterior Conformal Prediction,2024,stat.ME,,,
2409.18332v2,Conformal Prediction: A Theoretical Note and Benchmarking Transductive Node Classification in Graphs,2024,cs.LG,,,
2409.11804v2,Conformal Prediction for Manifold-based Source Localization with Gaussian Processes,2024,eess.AS,,,
2409.09680v1,Reliable Multi-View Learning with Conformal Prediction for Aortic Stenosis Classification in Echocardiography,2024,eess.IV,,,
2409.02644v2,Conformal Prediction in Dynamic Biological Systems,2024,stat.ML,,,
2409.01236v2,Spatial-Aware Conformal Prediction for Trustworthy Hyperspectral Image Classification,2024,cs.CV,,,
2409.00536v3,Formal Verification and Control with Conformal Prediction,2024,eess.SY,,,
2408.13825v2,RoCP-GNN: Robust Conformal Prediction for Graph Neural Networks in Node-Classification,2024,cs.LG,,,
2408.09881v3,Uncertainty Quantification of Surrogate Models using Conformal Prediction,2024,cs.AI,,,
2408.07066v4,Conformal prediction after data-dependent model selection,2024,stat.ME,,,
2408.06539v1,Conformal predictive intervals in survival analysis: a re-sampling approach,2024,stat.ME,,,
2407.15277v1,Conformal Predictions under Markovian Data,2024,cs.LG,,,
2407.09165v1,Robust Yet Efficient Conformal Prediction Sets,2024,cs.LG,,,
2407.08271v1,Gaussian process interpolation with conformal prediction: methods and comparative analysis,2024,cs.LG,,,
2407.07700v3,Split Conformal Prediction under Data Contamination,2024,stat.ML,,,
2407.04407v1,Trustworthy Classification through Rank-Based Conformal Prediction Sets,2024,cs.LG,,,
2407.03569v2,Safety-Critical Control with Uncertainty Quantification using Adaptive Conformal Prediction,2024,cs.RO,,,
2407.03094v4,Conformal Prediction for Causal Effects of Continuous Treatments,2024,cs.LG,,,
2407.01794v2,Probabilistic Conformal Prediction with Approximate Conditional Validity,2024,stat.ML,,,
2407.01065v1,Improve ROI with Causal Learning and Conformal Prediction,2024,cs.LG,,,
2406.18814v3,Length Optimization in Conformal Prediction,2024,stat.ML,,,
2406.14483v1,Valid Error Bars for Neural Weather Models using Conformal Prediction,2024,cs.LG,,,
2406.12197v1,Debate as Optimization: Adaptive Conformal Prediction and Diverse Retrieval for Event Extraction,2024,cs.CL,,,
2406.10787v3,Evidential Uncertainty Sets in Deep Classifiers Using Conformal Prediction,2024,cs.LG,,,
2406.09714v2,Large language model validity via enhanced conformal prediction methods,2024,stat.ML,,,
2406.07449v2,Boosted Conformal Prediction Intervals,2024,stat.ME,,,
2406.06818v5,Conformal Prediction for Class-wise Coverage via Augmented Label Rank Calibration,2024,cs.LG,,,
2406.05405v3,Robust Conformal Prediction Using Privileged Information,2024,cs.LG,,,
2406.05332v1,Transformer Conformal Prediction for Time Series,2024,cs.LG,,,
2406.04874v4,Approximate Bayesian Computation with Deep Learning and Conformal prediction,2024,stat.ME,,,
2406.01960v1,Certifiably Byzantine-Robust Federated Conformal Prediction,2024,cs.LG,,,
2406.01570v1,Single Trajectory Conformal Prediction,2024,cs.LG,,,
2406.00539v2,CONFINE: Conformal Prediction for Interpretable Neural Networks,2024,cs.LG,,,
2405.19230v2,Valid Conformal Prediction for Dynamic GNNs,2024,stat.ML,,,
2405.18942v3,Verifiably Robust Conformal Prediction,2024,cs.LO,,,
2405.18601v1,From Conformal Predictions to Confidence Regions,2024,stat.ML,,,
2405.18527v2,Task-Driven Uncertainty Quantification in Inverse Problems via Conformal Prediction,2024,cs.CV,,,
2405.16246v3,Conformal Prediction for Ensembles: Improving Efficiency via Score-Based Aggregation,2024,stat.ME,,,
2405.15912v1,Uncertainty Quantification for Neurosymbolic Programs via Compositional Conformal Prediction,2024,cs.PL,,,
2405.14303v2,Similarity-Navigated Conformal Prediction for Graph Neural Networks,2024,cs.LG,,,
2405.13268v3,Stochastic Online Conformal Prediction with Semi-Bandit Feedback,2024,cs.LG,,,
2405.12953v1,Quantifying Uncertainty in Classification Performance: ROC Confidence Bands Using Conformal Prediction,2024,stat.ME,,,
2405.12567v1,Marginal and training-conditional guarantees in one-shot federated conformal prediction,2024,math.ST,,,
2405.11968v3,Conditional Shift-Robust Conformal Prediction for Graph Neural Network,2024,cs.LG,,,
2405.10875v1,Recursively Feasible Shrinking-Horizon MPC in Dynamic Environments with Conformal Prediction Guarantees,2024,eess.SY,,,
2405.08949v2,Task-Oriented Mulsemedia Communication using Unified Perceiver and Conformal Prediction in 6G Wireless Systems,2024,eess.SP,,,
2405.02648v2,A Conformal Prediction Score that is Robust to Label Noise,2024,cs.LG,,,
2405.02634v1,Onboard Out-of-Calibration Detection of Deep Learning Models using Conformal Prediction,2024,cs.LG,,,
2405.02140v3,An Information Theoretic Perspective on Conformal Prediction,2024,cs.LG,,,
2405.02082v1,A comparative study of conformal prediction methods for valid uncertainty quantification in machine learning,2024,stat.ML,,,
2405.01976v1,Conformal Prediction for Natural Language Processing: A Survey,2024,cs.CL,,,
2404.19651v1,Provably Robust Conformal Prediction with Improved Efficiency,2024,cs.LG,,,
2404.19472v1,Multi-label Classification under Uncertainty: A Tree-based Conformal Prediction Approach,2024,stat.ME,,,
2404.18862v1,Conformal Prediction Sets for Populations of Graphs,2024,stat.ME,,,
2404.17487v1,Conformal Prediction with Learned Features,2024,cs.LG,,,
2404.16970v1,CarbonCP: Carbon-Aware DNN Partitioning with Conformal Prediction for Sustainable Edge Intelligence,2024,cs.NI,,,
2404.16610v2,Distribution-free Conformal Prediction for Ordinal Classification,2024,stat.ME,,,
2404.16500v2,Conformal Prediction of Motion Control Performance for an Automated Vehicle in Presence of Actuator Degradations and Failures,2024,cs.RO,,,
2404.15557v2,Safe POMDP Online Planning among Dynamic Agents via Adaptive Conformal Prediction,2024,cs.RO,,,
2404.15018v2,Conformal Predictive Systems Under Covariate Shift,2024,cs.LG,,,
2404.13002v1,Towards Robust Ferrous Scrap Material Classification with Deep Learning and Conformal Prediction,2024,cs.CV,,,
2404.08168v1,Conformal Prediction via Regression-as-Classification,2024,cs.LG,,,
2403.20149v1,Conformal Prediction for Stochastic Decision-Making of PV Power in Electricity Markets,2024,cs.LG,,,
2403.19082v1,Enhancing Conformal Prediction Using E-Test Statistics,2024,cs.LG,,,
2403.18069v1,Personalized Imputation in metric spaces via conformal prediction: Applications in Predicting Diabetes Development with Continuous Glucose Monitoring Information,2024,stat.ME,,,
2403.15025v1,Robust Conformal Prediction under Distribution Shift via Physics-Informed Structural Causal Model,2024,cs.LG,,,
2403.12295v3,Selecting informative conformal prediction sets with false coverage rate control,2024,math.ST,,,
2403.11532v1,Out-of-Distribution Detection Should Use Conformal Prediction (and Vice-versa?),2024,stat.ML,,,
2403.11348v1,COLEP: Certifiably Robust Learning-Reasoning Conformal Prediction via Probabilistic Circuits,2024,cs.LG,,,
2403.10368v1,Conformal Predictions for Probabilistically Robust Scalable Machine Learning Classification,2024,stat.ML,,,
2403.07728v5,CAP: A General Algorithm for Online Selective Conformal Prediction with FCR Control,2024,stat.ML,,,
2403.07263v2,Adaptive Bounding Box Uncertainties via Two-Step Conformal Prediction,2024,cs.CV,,,
2403.03868v3,Confidence on the Focal: Conformal Prediction with Selection-Conditional Coverage,2024,stat.ME,,,
2403.03850v2,Conformal prediction for multi-dimensional time series by ellipsoidal sets,2024,stat.ML,,,
2403.01216v2,API Is Enough: Conformal Prediction for Large Language Models Without Logit-Access,2024,cs.CL,,,
2402.19313v4,Calibrating gravitational-wave search algorithms with conformal prediction,2024,gr-qc,,,
2402.15368v4,Probabilistically Correct Language-based Multi-Robot Planning using Conformal Prediction,2024,cs.RO,,,
2402.14080v1,Efficient Normalized Conformal Prediction and Uncertainty Quantification for Anti-Cancer Drug Sensitivity Prediction with Deep Regression Forests,2024,cs.LG,,,
2402.12683v5,TorchCP: A Python Library for Conformal Prediction,2024,cs.LG,,,
2402.08976v3,Confidence-aware Fine-tuning of Sequential Recommendation Systems via Conformal Prediction,2024,cs.IR,,,
2402.07407v3,Conformal Predictive Programming for Chance Constrained Optimization,2024,eess.SY,,,
2402.07307v3,Self-Calibrating Conformal Prediction,2024,stat.ML,,,
2402.05806v4,On Temperature Scaling and Conformal Prediction of Deep Classifiers,2024,cs.LG,,,
2402.04344v3,Does confidence calibration improve conformal prediction?,2024,cs.LG,,,
2402.01960v2,Calibrated Uncertainty Quantification for Operator Learning via Conformal Prediction,2024,cs.LG,,,
2402.01139v2,Online conformal prediction with decaying step sizes,2024,stat.ML,,,
2401.17452v4,Group-Weighted Conformal Prediction,2024,stat.ME,,,
2401.15461v3,Anytime-Valid Tests of Group Invariance through Conformal Prediction,2024,stat.ME,,,
2401.13744v3,Conformal Prediction Sets Improve Human Decision Making,2024,cs.LG,,,
2401.11810v1,Generalization and Informativeness of Conformal Prediction,2024,cs.LG,,,
2401.08876v7,Evaluating the Utility of Conformal Prediction Sets for AI-Advised Image Labeling,2024,cs.HC,,,
2401.08058v1,Toward Clinically Trustworthy Deep Learning: Applying Conformal Prediction to Intracranial Hemorrhage Detection,2024,cs.CV,,,
2401.06421v1,Uncertainty quantification for probabilistic machine learning in earth observation using conformal prediction,2024,cs.LG,,,
2401.01549v1,Towards Modeling Uncertainties of Self-explaining Neural Networks via Conformal Prediction,2024,cs.LG,,,
2312.15799v2,Efficient Conformal Prediction under Data Heterogeneity,2023,stat.ML,,,
2401.09451v2,Diffusion-Driven Generative Framework for Molecular Conformation Prediction,2023,q-bio.BM,,,
2312.14212v2,Beyond mirkwood: Enhancing SED Modeling with Conformal Predictions,2023,astro-ph.IM,,,
2312.08604v2,Verification of Neural Reachable Tubes via Scenario Optimization and Conformal Prediction,2023,cs.RO,,,
2312.07460v2,Empirical Validation of Conformal Prediction for Trustworthy Skin Lesions Classification,2023,eess.IV,,,
2312.07434v2,Multi-Modal Conformal Prediction Regions with Simple Structures by Optimizing Convex Shape Templates,2023,cs.LG,,,
2312.06531v2,Uncertainty quantification in automated valuation models with spatially weighted conformal prediction,2023,stat.ML,,,
2312.05195v1,Conformal Prediction in Multi-User Settings: An Evaluation,2023,cs.LG,,,
2312.04658v1,PAC-Bayes Generalization Certificates for Learned Inductive Conformal Prediction,2023,cs.LG,,,
2312.04242v4,Signal Temporal Logic Control Synthesis among Uncontrollable Dynamic Agents with Conformal Prediction,2023,eess.SY,,,
2311.12688v2,On the Out-of-Distribution Coverage of Combining Split Conformal Prediction and Bayesian Deep Learning,2023,cs.LG,,,
2311.11837v1,Kandinsky Conformal Prediction: Efficient Calibration of Image Segmentation Algorithms,2023,cs.CV,,,
2311.10900v4,Max-Rank: Efficient Multiple Testing for Conformal Prediction,2023,stat.ME,,,
2311.09482v2,Robust Conformal Prediction for STL Runtime Verification under Distribution Shift,2023,eess.SY,,,
2310.11479v3,On the Temperature of Bayesian Graph Neural Networks for Conformal Prediction,2023,cs.LG,,,
2310.07850v5,Conformal prediction with local weights: randomization enables local guarantees,2023,stat.ME,,,
